basin_id,RMSE,MAE,NSE,R,bias_mm_h,n_values,FHV_pct,FLV_pct,FLV_epsilon_mm_h
0,0.037520506115933126,0.013063862282025695,0.03275861579910211,0.2619997785462315,0.003774527196054104,1920,-89.51623559771616,62.22560871068774,1e-06
1,0.062078630354099794,0.02339229427986235,0.08977487137891627,0.30307189947637825,-7.33375913114287e-05,1920,-72.7833403201042,-29.35873120710339,1e-06
2,0.023961596638204755,0.016064355138737215,0.5798085447671115,0.8969038570474072,0.012630123175125952,1632,22.10323088693027,-76.80509842809286,1e-06
3,0.021622469696333295,0.015538376308480413,0.43168414362102747,0.7541221577291183,0.008910151222456383,1920,-4.061222552675795,8.977048243824333,1e-06
4,0.018385444969865265,0.011902193421403168,0.5135753998915902,0.8719366334302852,0.008466714479666727,1872,42.53118265934441,-0.787095559389843,1e-06
5,0.08283101091285482,0.03462616125828142,0.635890604520747,0.7987071467725693,-0.0005453790687500838,528,-32.10090670158447,-111.98210526670492,1e-06
6,0.05772165376297642,0.026973307514951254,0.9176040095925474,0.9617892526007066,0.01474188914677749,1920,-10.530894514407672,-85.80476128925777,1e-06
7,0.01833946782979586,0.012833018145257873,0.856748311786796,0.9422932564885403,0.008319181369041048,1680,3.999167394464487,-23.65627370444423,1e-06
8,0.014510541036067364,0.010947969875128923,0.3369449367817825,0.8205719513602163,0.00962345151607511,1824,16.311012834630162,-146.7258282873507,1e-06
9,0.046333631062885676,0.021565851809684015,0.441163888341378,0.7148886011311059,0.009881011577006878,1920,-14.514755553429374,40.689210122468374,1e-06
10,0.19968956138710794,0.036572010269469504,0.015875741305548696,0.14171188939414414,-0.00907454565504698,1920,-78.03262403465352,32.24684413794751,1e-06
11,0.07868471372703839,0.022554565015404173,0.08100975127643872,0.3028361210651641,-0.0017771171017860372,1920,-81.88911795236461,-214.58451552544,1e-06
12,0.14463003815755815,0.0503758669451431,0.12220379732728759,0.382363122803758,-0.023681823957573483,1728,-64.82938501649335,-22.08893741411112,1e-06
13,0.047384480574962425,0.01629769242293687,0.38234577865554364,0.6546720952659938,0.004360648306793826,1872,-58.59679600043277,55.45490012678332,1e-06
14,0.029825059641447806,0.018314453040183448,0.8695814897385913,0.9380328086506631,0.008384112704387756,1632,-15.059393163694976,-22.16252364038666,1e-06
15,0.04112145342621836,0.0169246903113297,0.7602998082342579,0.8902108620077532,0.00599188898899296,1728,11.651201730029104,-1179.1970421302672,1e-06
16,0.0290525480251147,0.016632718180092827,0.8052841004273622,0.9511952203384044,0.015291388222734289,1920,8.095964731754068,4.758022088001209,1e-06
17,0.008501731943375898,0.008378234897915598,-17416.671256089674,0.04403586013566134,0.008378234897915598,1392,2557.467515045689,,1e-06
18,0.07648720199553939,0.023179540171121196,0.35644153650735944,0.5992419095333278,0.0031548652894687963,1776,-59.580738727436696,-126.0487767701146,1e-06
19,0.10963078610547736,0.0513566190978357,0.8403530738602927,0.926913582391386,0.010166435290981705,1920,18.495437975010187,18.05714296739851,1e-06
