epoch,train_mse_normalized,validation_mse_normalized,validation_rmse_mm_h,train_seconds,validation_seconds,peak_allocated_mib,skipped_amp_steps,best_epoch
1,0.4664885448540055,0.45320530567762146,0.10849678614539598,148.95017129999178,16.259773400000995,252.716796875,5,1
2,0.407290579426007,0.4332814443353667,0.10608510883981248,130.44486559998768,5.632357599999523,252.716796875,1,2
3,0.39370292633173504,0.41734404600350405,0.10411576443468401,146.81292399999802,4.551872299998649,252.716796875,1,3
4,0.3851200722298754,0.4148094690047984,0.10379912963060785,84.19347499999276,4.530287000001408,252.716796875,1,4
5,0.3804961021046235,0.4073449322079822,0.10286095209722536,74.54338350000035,3.617092100001173,252.716796875,1,5
6,0.37646086487995356,0.405511794419955,0.10262924316954962,62.0405277999962,4.718980299992836,252.716796875,2,6
7,0.3735027978766387,0.40715715828039317,0.10283724144094657,112.18745519999356,5.57624740000756,252.716796875,2,6
8,0.3709307117502051,0.406015957189895,0.10269302155019908,114.328680599996,5.549750399994082,252.716796875,1,6
9,0.3667248151045381,0.40635118041881163,0.10273540656353052,111.05839099999866,5.043095799992443,252.716796875,1,6
10,0.3642430258886082,0.4024343003390165,0.10223906658375062,119.49791010000627,4.5251539000018965,252.716796875,2,10
11,0.36155839465007067,0.4029411987174952,0.1023034354855973,71.60634290000598,4.284252899989951,252.716796875,2,10
12,0.3593081256022134,0.4027782699937652,0.10228275026712322,68.85160579999501,3.596130299993092,252.716796875,0,10
13,0.3560856912556126,0.4017238708716946,0.10214878385999797,74.69834590000391,4.051874900003895,252.716796875,1,13
14,0.3547711878547988,0.40077348441083765,0.10202788202422165,65.78650790000393,3.7761937999894144,252.716796875,2,14
15,0.3523800064881486,0.4032482837901744,0.10234241124027929,32.802326299992274,1.2017041999934008,252.716796875,3,14
16,0.3490870295778269,0.40055608528607367,0.1020002058156945,23.92694940000365,1.4798281999974279,252.716796875,1,16
17,0.34696143542476526,0.4110007096347957,0.10332149153516922,24.859238799996092,1.257009900000412,252.716796875,1,16
18,0.34510952965580804,0.40833291686830114,0.10298561732369331,24.26178999998956,1.1917505000019446,252.716796875,2,16
19,0.3430452875795327,0.40704260891846133,0.10282277433800203,36.46038250000856,1.2533026000019163,252.716796875,1,16
20,0.3385625211212813,0.40528397554337237,0.10260041026751535,27.179246900006547,1.4486897000024328,252.716796875,1,16
21,0.33646300195931916,0.4096326107065553,0.10314938495960528,21.979009700007737,1.1643418000021484,252.716796875,2,16
