basin_id,RMSE,MAE,NSE,R,bias_mm_h,n_values,FHV_pct,FLV_pct,FLV_epsilon_mm_h
0,0.03687934332714325,0.014842535526760514,0.06553325050424497,0.3350838891362674,0.005975775740400024,1920,-86.82567509225669,-291.2687642172901,1e-06
1,0.058961223390988145,0.01835569461642687,0.17889718644445374,0.44530389451628005,-0.008258887810613184,1920,-74.80666075938218,-100.23804235012058,1e-06
2,0.0157358969718676,0.01017019989376422,0.8187830914780667,0.9274891630879023,0.006525707614035163,1632,2.6666793673332974,-103.67180079828613,1e-06
3,0.01823569496216683,0.01031694184778947,0.595774397604494,0.8536804913158561,0.004759624622420233,1920,8.289802938010402,-671.6597615546867,1e-06
4,0.026404184200954264,0.016154512163503127,-0.0032582683623776365,0.9020267292568158,0.014962175858979916,1872,74.29009675788205,-75.84581191157268,1e-06
5,0.0853073146843038,0.03998398023968824,0.6137944550325253,0.8169213638555317,-0.007658692342925916,528,-33.29318038843626,-187.50604555621663,1e-06
6,0.06887611073170433,0.0307723748832359,0.8826816952826438,0.9576584708656418,0.01924785421191094,1920,9.750795094918725,-148.94571525625588,1e-06
7,0.02366078733644874,0.015142252050074084,0.7615569466403712,0.9123360899688656,0.008693350965733685,1680,16.94328985175668,-28.69236363191901,1e-06
8,0.02048412721716473,0.012254705641616806,-0.3213483083770532,0.7450448035913505,0.010393963736867974,1824,65.00074215869516,-178.57105299496902,1e-06
9,0.041957446508695574,0.017593165421362755,0.5417421756566742,0.7499393555921126,0.005810174111115884,1920,-12.886024978770397,-411.02291612051647,1e-06
10,0.19594789685395447,0.03822989413046495,0.05241009774767669,0.2569663712682886,-0.006497463474784126,1920,-83.68963919447218,-54.76005715353106,1e-06
11,0.07342806147744231,0.021196025297588978,0.19969728413780785,0.47875058589855773,-4.18146257288754e-05,1920,-72.11632332224835,-49.17360042816504,1e-06
12,0.14128927332426125,0.04835857041999353,0.1622873393047779,0.42237142536480454,-0.015393668986184316,1728,-60.740402648999186,-64.7763998407635,1e-06
13,0.04859228325778806,0.01831979262408659,0.3504571930016318,0.6260233677914794,0.006615939145022922,1872,-56.589428050356304,-82.67993250310174,1e-06
14,0.031501582080173646,0.017731199673589264,0.8545072594032306,0.9259981526760461,0.003566761980205318,1632,-22.269664321036124,-130.57954855622,1e-06
15,0.03437372553767052,0.01613357075570497,0.8325116212022761,0.9176589610349408,0.005191359071566829,1728,3.0979933178194137,-1097.011425519193,1e-06
16,0.03259251763318216,0.01961675226969722,0.7549420601479933,0.9288992176279008,0.01718974824034376,1920,-2.741889590811556,-747.884333611542,1e-06
17,0.011692007915560878,0.010456005755628531,-32941.26643168441,-0.03563494971378816,0.010455898713014188,1392,5802.847215796577,,1e-06
18,0.08305660034707335,0.018883090145987675,0.2411450711793267,0.49656025104070173,-0.007020350795649286,1776,-64.06018623524643,-2094.2114377242174,1e-06
19,0.09050432079620713,0.043500193854561074,0.8911986882161572,0.9501763889717467,0.008066690730629489,1920,16.098959146696387,47.254745466437136,1e-06
20,0.011397388413490769,0.008582827701078106,-5.170524960177588,0.5892897873849778,0.007371444941964,1440,72.72971895516937,-1104.707930977192,1e-06
21,0.05293971290576064,0.01893053902676911,0.5056793014731089,0.7205022850634317,0.006809430951398099,1920,-26.65747191746067,8.797015837574435,1e-06
22,0.018972997845611485,0.012154005686046045,0.8284620243200637,0.9207917509919282,0.00637977072968084,1872,-15.451151006106812,-239.3639186032599,1e-06
23,0.08340130331200907,0.027720533828566356,0.6045576183278131,0.831710604167776,0.003899221315199005,1920,-53.77644654390518,-441.4992897423152,1e-06
24,0.01886536614617467,0.011825511251421025,0.5601072547842209,0.7603398259618387,0.002143842416505019,1920,-33.37229575519863,-1105.2743827700112,1e-06
25,0.08507352628191776,0.03098104813286157,0.5134566994632088,0.7204358812875479,-0.005074006107247247,1872,-31.41531967008316,-285.51877482076287,1e-06
26,0.007907909883423232,0.00691847912084255,-33.032226044155905,0.4597946484134886,0.006914211368438513,1920,142.56831802271074,,1e-06
27,0.29786830416479293,0.06400951837133785,0.000850996426959516,0.1784724085654928,-0.04177555464549169,1632,-94.68544702821758,-22.59918820018373,1e-06
28,0.006410451617371647,0.0053879494466394584,-5.820935772429881,0.7354169150308891,0.0052983980165112856,1920,83.32763192580083,,1e-06
29,0.028928550045966773,0.01835374204198491,0.9275990534114822,0.9679578605241881,0.009302483152214795,1584,-5.787759641176929,-172.59154812877892,1e-06
30,0.20765070861344068,0.040793107796829035,0.18466780518057024,0.44024865809893393,-0.017645708001509774,1920,-58.93594015352918,-98.12699549768476,1e-06
31,0.008444746563995529,0.007138454608512005,0.27304654980947807,0.8818308122256928,0.0068296700803422246,1920,4.561940676815158,,1e-06
32,0.20748074528840066,0.05028083632133378,0.06634544757798122,0.28467111778791676,-0.023241260068357406,1920,-78.50441180289073,-45.609848577400086,1e-06
33,0.08566042325263312,0.026731620518027435,0.4310886159771439,0.6650330560697131,0.001403765276154445,1920,-49.74630678672858,-30.428816794038937,1e-06
34,0.082485678867451,0.023367735130938982,0.14993424298507851,0.40183472803969317,0.0010749332190850207,1680,-74.30925588919004,-128.21207978070223,1e-06
35,0.018478702103977177,0.013099575290402425,-0.08811770444951605,0.7524716377141802,0.010401924704269006,1104,10.817232887611974,-194.00019009794835,1e-06
36,0.018398827754835315,0.013519016669306438,0.6187614243903801,0.890851682081886,0.010712788982750176,1152,17.326894937453574,-47.17453507342677,1e-06
37,0.1652034441917779,0.0515625599152069,0.7148835023729563,0.8459615316647988,-0.006158036050692317,1920,-18.13162570287374,-599.3234042213644,1e-06
38,0.042747036776056714,0.019949769211234526,0.7239952408422476,0.8609285512880459,0.004312712088479506,1920,3.02335545317525,-358.25858030055684,1e-06
39,0.035890029246574896,0.02214421099628666,0.7710652490036218,0.9411490041752578,0.016328082887166355,1776,31.570686185474262,-17.101411689902392,1e-06
40,0.04609563436227187,0.02429555691157778,0.9206815320643629,0.9677897774038474,-0.007889958474164209,1200,-13.653654129532816,-1035.953941943706,1e-06
41,0.21868724406743303,0.08255034436006099,0.8011814150553819,0.8959736001465542,-0.018064139422494917,1920,3.5516527115733427,7.1821329168683,1e-06
42,0.04858285207360602,0.016620714350331887,0.21058912094096915,0.47924399910289217,0.0049934781369908405,1920,-50.115217499880735,26.72222402452994,1e-06
43,0.3254402076907238,0.10603141246247105,0.4762134907008526,0.702793767140812,-0.058712784590898084,1920,-27.45895709735681,-106.87769874095315,1e-06
44,0.01607327212214507,0.010150805364052455,0.8177405212024559,0.9320697930799265,0.005630634659125159,1920,9.64200836209042,-281.4319187167218,1e-06
45,0.03473524529856049,0.015599085974261268,0.46294414612520074,0.7119950320761462,0.006150111837066813,1440,-9.318134667800622,-41.852601635735226,1e-06
46,0.013237726366987055,0.0070108958641261175,0.6305355394078309,0.8111140871868016,0.003541295041698807,1920,-16.257366236204906,-996.3303990843465,1e-06
47,0.012314299418278819,0.008342733728296615,-0.3684391095264239,0.82829392901704,0.006932869386469849,1392,68.12626030943497,-1944.038418689639,1e-06
48,0.026670903518787006,0.018008338846374063,0.7576326293320024,0.8834665460820887,0.007981086525466741,1728,-13.40394732091937,-66.2615857816496,1e-06
49,0.04094562020118478,0.01640938522881091,0.46923254396733405,0.6964897162312166,0.00580503179783894,1920,-47.44880862222997,-52.868185450758325,1e-06
50,0.10905000180030203,0.054268515835671376,0.7352695780985641,0.8667006468790861,-0.0021256349437559644,1920,-27.70352577277393,-19.74192763507951,1e-06
51,0.02976545211558328,0.02005223620411319,0.7755201682713816,0.8984456708044796,0.010112948916910057,1488,-5.023892443541733,-26.434153344205548,1e-06
52,0.021568507171054758,0.012793062629185364,0.4119579204828181,0.7834977059833741,0.007701891785922838,1488,15.753489303858482,-0.8328947754112095,1e-06
53,0.013508029569345738,0.01155837138491897,-6.081025053244163,-0.034227023512736765,0.010577418753433822,1248,1.9906028894681855,-127.94499440053623,1e-06
54,0.02681360034275618,0.015631612375759767,0.4442979616775876,0.893257059301195,0.014721298970981846,1824,33.029910779807715,28.48160579572844,1e-06
55,0.03798427942728168,0.021657519516884348,0.8229129353281638,0.9108814980995181,0.006818810077190088,1920,-15.974473009248468,-156.2038289817522,1e-06
56,0.06376607273430039,0.029859149673920726,0.6035097404344265,0.7801286751969634,0.006771989654152269,1584,-28.07171690336,-84.84145809205191,1e-06
57,0.01354432189752492,0.008453836462467734,0.905331889280869,0.9518274570505139,0.0011150754577708237,1920,-0.1594491328165899,-429.5902789521292,1e-06
58,0.05747944314896292,0.02718060303471473,0.560007826838833,0.7771412249159942,0.013903076278889535,1872,-14.089339987302813,-56.90476500853257,1e-06
59,0.010082101061733446,0.007416311418031303,0.9085355463795118,0.9846908782220938,0.00661952551442179,1920,16.358644643253093,-93.66884701694374,1e-06
60,0.05400851539850346,0.02742694155077676,0.592393547290648,0.7974896830490021,0.0017576701310662982,1632,-39.55273404053453,-23.498670910754637,1e-06
61,0.03658960276869877,0.020823222602434997,0.6980092051545403,0.8634503112769545,0.009501545379061697,1872,5.573418751871225,19.23271563021063,1e-06
62,0.010396377788407345,0.008637366276932805,-2.9829054510685684,0.6838380485692082,0.008365103321473397,1440,59.28268292157606,-2511.1209209956514,1e-06
63,0.061396006005128304,0.028542925041911974,0.8033658337221585,0.9037206760852189,0.010826344931473737,1296,-4.0575072865516235,16.588732844148794,1e-06
64,0.08211453335510685,0.02794617329217588,0.12027322948428265,0.35166988674854965,-0.00443100672366979,1680,-68.71539064569167,59.33010425864615,1e-06
65,0.023340498619764945,0.015603692234597273,0.7319538615022179,0.9304059280882351,0.009779383561625664,1440,31.41603988186106,-7.058272569688076,1e-06
66,0.18713757040349974,0.07025475645496045,0.7024214144851738,0.8435481515977199,-0.005118537304224446,1920,-4.432820530885131,-58.46733053973917,1e-06
67,0.034524039999521305,0.010647778798306244,0.7024945950908952,0.8503669359630429,0.0018298629291085907,1920,-26.64623840676991,-313.4454338743339,1e-06
68,0.09896864080078178,0.020779519368564554,0.2505410502307982,0.5093717780448802,0.00035617478473189596,1344,-57.19363276553376,-76.6640210303223,1e-06
69,0.03454628204198702,0.017044216022458158,0.7202067820318392,0.895339871596192,0.011866676813127697,1920,12.708720385219314,-382.11490342688234,1e-06
70,0.014380152917002785,0.00929632622525484,0.9661148890049763,0.9833121986116643,0.002134159048728179,1920,-7.347352747134964,-456.84724927700677,1e-06
71,0.06536186134260633,0.021239855369601986,0.03656074696248668,0.2879199264413741,0.008798919309731246,1824,-44.2134841232252,-55.10379774005574,1e-06
72,0.03175178714318103,0.02018963642937403,0.8030810858961068,0.9146024716632113,0.012532780064551238,1536,3.54304964804548,-128.17513572027198,1e-06
73,0.41680182889323775,0.11650284734302356,0.6047693199410374,0.8774877382700256,-0.09098930610634852,1920,-54.13680347308848,-29.25786296965458,1e-06
74,0.10627802721756563,0.047499263102751384,0.921098019769059,0.9628122245071793,0.010812230225322612,1920,12.60702563884027,-99.03542333802957,1e-06
