epoch,train_mse_normalized,validation_mse_normalized,validation_rmse_mm_h,train_seconds,validation_seconds,peak_allocated_mib,skipped_amp_steps,best_epoch
1,0.4773249855865174,0.4596857923799544,0.10926974300695012,49.163935499993386,7.0415534999920055,250.25341796875,4,1
2,0.41412146128937016,0.438944151022773,0.1067760901887291,43.545861399994465,2.8433134999941103,250.25341796875,2,2
3,0.40051357563579176,0.4262530682819644,0.105221173292498,42.32592430000659,2.816311400005361,250.25341796875,2,3
4,0.3910987165599592,0.4211847552284886,0.10459374249079241,41.89509249999537,2.9192176000215113,250.25341796875,2,4
5,0.38700983295560354,0.4097778618464952,0.10316767114755858,41.552674000005936,2.8014460999984294,250.25341796875,0,5
6,0.38171577631805353,0.41166203859924494,0.10340458388605288,41.52778910001507,2.8595424000232015,250.25341796875,2,5
7,0.37828521734487824,0.40572372635122356,0.102656058138813,42.08619550001458,2.8433222000021487,250.25341796875,2,7
8,0.3763197127295526,0.4087834847309411,0.10304242050346203,44.70878480002284,2.8787680999957956,250.25341796875,1,7
9,0.3723429388855621,0.40563698342891413,0.10264508372211109,43.8176558999985,2.9907741000060923,250.25341796875,1,9
10,0.3689724414003646,0.3987166123717341,0.10176572863743519,43.02373769998667,2.8839711000036914,250.25341796875,0,10
11,0.36777334144124835,0.4042668794624529,0.10247158697882121,43.12946050000028,2.861355300003197,250.25341796875,1,10
12,0.36583844850804864,0.4007940820133183,0.10203050383284483,47.24264580002637,2.9855836000060663,250.25341796875,2,10
13,0.36320861344978095,0.4034005646948663,0.10236173348482797,44.78206840000348,3.192352400015807,250.25341796875,1,10
14,0.36199941358803295,0.3980657486932585,0.10168263369329081,48.68502340000123,2.885466000007,250.25341796875,2,14
15,0.36022093525916105,0.39961289943339995,0.10188004555005375,46.274399000016274,2.984932800027309,250.25341796875,1,14
16,0.35688013249823425,0.39993536850585437,0.10192114349604688,46.61769949999871,3.156039100023918,250.25341796875,2,14
17,0.35591685082863167,0.4057767872501444,0.10266277064327206,43.981240699999034,2.849811799998861,250.25341796875,1,14
18,0.3534849709985763,0.4078011509470897,0.10291853715370297,43.230481700011296,2.8669687999936286,250.25341796875,1,14
19,0.35112396678621843,0.4059986528968117,0.10269083315212557,43.85554630000843,2.912424699985422,250.25341796875,2,14
