hour,RMSE,MAE,NSE,R,bias_mm_h,n_values
1,0.04428285304582935,0.009837357755801652,0.9423220196761368,0.9709969835922128,0.004079448874228455,18142
2,0.0530683621714097,0.009996764225794978,0.9205128565938225,0.9596551931052405,0.003476399625168174,18142
3,0.05989750613251472,0.010923873349697149,0.9012515756392487,0.9496150503351717,0.0038876291320613476,18142
4,0.0656954012881973,0.011814774481872287,0.8825511122585623,0.9396835814381053,0.0034501462437209044,18142
5,0.06765043299856696,0.012917622636425543,0.8741523645835814,0.9353424597047113,0.003673980410690857,18142
6,0.06773110172913975,0.013622634234684088,0.869355356225748,0.9326599399329981,0.0037066324866385416,18142
7,0.06689380253047347,0.014255606713475939,0.8675095658476002,0.9316086354919892,0.003606172945633633,18142
8,0.06570811054140094,0.014742703234781126,0.8656099339861011,0.9307041734781413,0.004087654860274425,18142
9,0.06443850879968223,0.015534508988046931,0.8644340421068297,0.9301610995463296,0.004265139593032772,18142
10,0.06572532883346045,0.01621843169573972,0.85365245837782,0.9245076043010945,0.004257312480330528,18142
11,0.07042642311000566,0.016529535944595945,0.8307625040050335,0.9119534473556509,0.0036774011734302804,18142
12,0.07425378720308357,0.017151735922530286,0.809974942820608,0.9004084284145775,0.003594560033187915,18142
13,0.0774511803100904,0.017965372937822105,0.7896360929779571,0.8892749886724404,0.004209701856907578,18142
14,0.07945760770409176,0.018831656652912237,0.7738496655976681,0.8803782695384079,0.004006848186215253,18142
15,0.08189237529870688,0.01976553385717787,0.7562008925087161,0.8702593776909763,0.0042863409120665365,18142
16,0.08438304510216195,0.020443873496948296,0.7389840600524266,0.860483761955565,0.004265054945044888,18142
17,0.0869018428820494,0.021179410937816175,0.7218122779275802,0.8503716235115093,0.004359205336936109,18142
18,0.08984156384286239,0.022148216683111104,0.7028206632714333,0.8391113756058206,0.0044500031059450836,18142
19,0.0944982601780018,0.023063571755534692,0.6753380319068383,0.8225121770053699,0.004537434070448297,18142
20,0.11108689813121159,0.02419285618979003,0.5939492361972709,0.7713538612416504,0.0041324410928601785,18142
21,0.13125214307649588,0.024991068117637558,0.5051981469666186,0.7113565217170155,0.0036524602705913464,18142
22,0.1420347628065473,0.025975938251162078,0.4571372485635319,0.6770264779092717,0.003940419921251314,18142
23,0.12533054062095247,0.02629051242447545,0.5100441279038899,0.7156866104923153,0.004425223986972953,18142
24,0.10920342523882713,0.026983291553125663,0.5699019525202267,0.7574243624826786,0.0052929219992736394,18142
25,0.1023552127066424,0.027339481757876493,0.5953706001751725,0.7744704661483585,0.005593341910621215,18142
26,0.1014059974637225,0.027967655137292474,0.5947298415530915,0.7746431512445646,0.006191816102179771,18142
27,0.1052499166867217,0.028866600587438073,0.571874322883688,0.7601954098478768,0.006550018207175,18142
28,0.11230966766879039,0.029476799335921726,0.5359815086305506,0.7361160153728045,0.006736555222169778,18142
29,0.1121960658206122,0.02997250486494546,0.5330099082055078,0.7345538205191718,0.007089070537034574,18142
30,0.11302655422001283,0.030559923464734535,0.526766089521659,0.7297733422361276,0.007142902569078885,18142
31,0.11031634301379543,0.030985050940281485,0.5359695411041592,0.7364384154936969,0.00750673777066893,18142
32,0.11037772854814638,0.031216347286946368,0.5332850453230331,0.7343738715143826,0.007312383098703104,18142
33,0.11538149345316105,0.031948283757646224,0.5089354504687695,0.7177252690580317,0.007686245280873991,18142
34,0.11893113818842677,0.032393946128699426,0.4941489909446243,0.7066273251118219,0.007473540847671082,18142
35,0.1189296887318242,0.03241381354539392,0.4933291614427582,0.7052402928925106,0.0064646630699602215,18142
36,0.1189902327828432,0.03312741063196885,0.4915149598599641,0.7039249939502401,0.00691670669007415,18142
37,0.11976289018310718,0.03277248293541688,0.48727017088098223,0.7000845040302602,0.005903363458710995,18142
38,0.12080634087539727,0.03376042083285438,0.4808113831587485,0.6956321431300735,0.00664387965902107,18142
39,0.12157453934741483,0.03400770724595019,0.4752332896432392,0.6914200587495763,0.006312375584489756,18142
40,0.1211593832225536,0.033979077246307124,0.47662222035279445,0.691881180884406,0.005736232627174612,18142
41,0.12059012660479797,0.03424247044213304,0.4794259256860358,0.6935910298033426,0.005426121465797745,18142
42,0.12071145025092403,0.03433681340878512,0.4819664746562725,0.6949455345553267,0.00472155202688752,18142
43,0.12250209472260694,0.03501662511972436,0.47783871024611146,0.6918807831474646,0.004870720515041061,18142
44,0.12237853966504737,0.035628391219284856,0.4802340805567892,0.693594898204142,0.0048330159526966095,18142
45,0.12092912376100241,0.03560530849661813,0.4862110178130209,0.6978694095042814,0.004380775848873069,18142
46,0.12085409424020888,0.03596120064080774,0.4862494058869795,0.6979487783542349,0.004582493942154776,18142
47,0.11969963510096177,0.03663777688389228,0.48825107734390405,0.6996027490956545,0.005635918984108709,18142
48,0.11830921539617828,0.03720043118287676,0.4913596005736057,0.702176432010981,0.006818222314240662,18142
