epoch,train_mse_normalized,validation_mse_normalized,validation_rmse_mm_h,train_seconds,validation_seconds,peak_allocated_mib,skipped_amp_steps,best_epoch
1,0.46671023531117306,0.4540508038477322,0.10859794459200531,49.04382700001588,7.326305200025672,252.716796875,6,1
2,0.40761568290147726,0.4342798876560006,0.1062072684892428,46.70098049999797,2.983002099994337,252.716796875,1,2
3,0.3940916506839315,0.419557040898473,0.10439143989535869,44.99804979999317,2.965973700018367,252.716796875,1,3
4,0.3857823892260396,0.4159037120873271,0.10393594747273172,44.22516179998638,3.111565500003053,252.716796875,0,4
5,0.3809707205192311,0.40720925368613664,0.10284382019850175,45.3768058999849,3.1524103000119794,252.716796875,2,5
6,0.3768613956970727,0.4054966700386765,0.1026273292692651,44.26184459999786,3.1566504999937024,252.716796875,2,6
7,0.3735881031234199,0.4055208521816568,0.10263038935820572,45.0805489999766,3.08422430002247,252.716796875,1,6
8,0.3714416262575491,0.404849497393106,0.1025453999627012,44.414154099998996,2.9083468999888282,252.716796875,3,8
9,0.3677985981972668,0.40510419834559463,0.10257765182983596,43.48753610000131,2.8625504999945406,252.716796875,1,8
10,0.36461275904913115,0.4013307842035889,0.10209879535380877,44.26307469999301,2.951936700002989,252.716796875,1,10
11,0.3620138496880926,0.4023198563852914,0.10222452821690613,44.25531150001916,2.911605699977372,252.716796875,1,10
12,0.3599487328085843,0.40046939490469025,0.10198916751724987,43.387761399993906,2.966451299987966,252.716796875,2,12
13,0.35656219436744535,0.40227976218739325,0.1022194343686673,43.29952699999558,2.868166400003247,252.716796875,1,12
14,0.35506511214176034,0.4009236893904265,0.10204699963165777,43.6779204000195,2.9173608999990392,252.716796875,1,12
15,0.3538301218795025,0.4046026744254828,0.10251413597568727,43.30938779999269,2.8315763999999035,252.716796875,3,12
16,0.35060311264198596,0.40659437516477437,0.10276614472203,44.0211117999861,2.9567594999971334,252.716796875,1,12
17,0.34883069991572635,0.405024737931181,0.1025675911312669,44.11587169999257,3.001943500014022,252.716796875,1,12
