basin_id,RMSE,MAE,NSE,R,bias_mm_h,n_values,FHV_pct,FLV_pct,FLV_epsilon_mm_h
0,0.037286767760461324,0.009629665088333184,0.044772164314364704,0.27650378655279795,-0.0061328330333542645,1920,-89.03767072977858,100.0,1e-06
1,0.05933628512338911,0.017370516814116853,0.16841762951654615,0.44244061629543335,-0.00974715776925829,1920,-74.51541679250731,-1388.664495584151,1e-06
2,0.016106408026347645,0.010274698821697658,0.8101489059125441,0.929688986198144,0.00030329916883013486,1632,15.605941822041578,-496.18677067124617,1e-06
3,0.019510466473175652,0.00996704826423714,0.537284033991243,0.8424428606225937,0.003490295896275105,1920,25.380583772001277,-465.3217171578593,1e-06
4,0.030210563717319127,0.015143169651255603,-0.3133633660936095,0.8483298284722793,0.007877311193647657,1872,83.6682443105551,92.69894557269596,1e-06
5,0.08456621358249096,0.03267621318236431,0.6204755728173852,0.797337081036679,-0.01377693338431665,528,-32.449984837909376,24.887229867009935,1e-06
6,0.11140658582327621,0.04404921076347819,0.6930622695553459,0.9442417245061897,0.0353603905668327,1920,43.089734881118815,-1477.7203065317844,1e-06
7,0.02200127385163747,0.013430614934103297,0.7938316744032098,0.9049661247669349,-0.0002926066018907087,1680,7.281631899815483,-1006.1905619848352,1e-06
8,0.02076023949995932,0.012727492859100988,-0.35721016340123146,0.684553277039624,-0.0003921141878093119,1824,52.82621718186533,100.0,1e-06
9,0.04396951577160254,0.01807165144081561,0.49673682237488814,0.7735080519939657,0.0031441176270542806,1920,0.9470993409178984,75.95129845901648,1e-06
10,0.19767629908183848,0.03457264581578935,0.03561951323147261,0.2258923750765105,-0.022279125664961916,1920,-82.38451557498058,100.0,1e-06
11,0.07469123076557867,0.021607008149536946,0.17192552748385614,0.4360927736614582,-0.007838238960054393,1920,-70.04229218405517,-2535.587928083936,1e-06
12,0.1388536197491481,0.0439574932571742,0.190920667018059,0.4647735830205457,-0.024049351403610437,1728,-61.449970101199995,-37.783725296520714,1e-06
13,0.04417276230605206,0.017406804169038677,0.4632373577616964,0.6833801097316755,-0.002635800093724115,1872,-41.66004600387132,100.0,1e-06
14,0.0254215103003707,0.014828371094920965,0.9052499843056379,0.951754923305591,-0.001999156275939872,1632,-17.864583174540616,-943.9191544771929,1e-06
15,0.04212727798657674,0.015394694963139988,0.7484303381762849,0.8830791041901209,-0.0019374133555713881,1728,10.607196397582227,99.99999999999999,1e-06
16,0.03144699110827448,0.017851404750156993,0.7718654009903191,0.9049235987573861,0.0037963110395745994,1920,-7.495335331188615,-357.57415677205955,1e-06
17,0.00787979221306761,0.0063543316778874245,-14961.52210082055,-0.17716370050041108,-0.0021333530032109525,1392,5490.447789158392,,1e-06
18,0.0848643830972036,0.020538601235235907,0.20775159234334817,0.5073112705636514,-0.019478672308200207,1776,-73.17171112073349,100.0,1e-06
19,0.08976368805802597,0.04673988152256546,0.8929721305511693,0.9476187530269923,-0.0025195802503731103,1920,11.105632831865206,43.59377859141142,1e-06
20,0.008423566370973712,0.006855349439299769,-2.3705705337946674,0.6148441943678599,-0.0020626881121036905,1440,35.346317696761616,-8804.424962731877,1e-06
21,0.059368841258171115,0.019047886035453605,0.378325895359934,0.6640756104640666,-0.004415297933398203,1920,-8.495652291599153,-289.61076590585395,1e-06
22,0.020619049249946397,0.011942699706554014,0.7974064391531356,0.8985652073796713,-0.00405848368183455,1872,-18.01809671302281,-916.50948109833,1e-06
23,0.08140321735934303,0.023153857076128284,0.6232782640818484,0.8484415364964821,-0.0079858646622597,1920,-53.359128907193906,-729.0058268922973,1e-06
