hour,RMSE,MAE,NSE,R,bias_mm_h,n_values
1,0.04268097797809004,0.01327026202494085,0.9464193989140575,0.9730219841681642,-0.0034501098942894344,18142
2,0.050647660876474355,0.013669971112017704,0.9275990431057795,0.9632856294814593,-0.0023230040943036023,18142
3,0.058021992903350285,0.014801800990676935,0.9073387879682815,0.9530284182391245,-0.0025974267008354777,18142
4,0.06386435782873112,0.015594795883982377,0.8890068778520577,0.9435475048577546,-0.002954134491711652,18142
5,0.06638098714495175,0.01631618605266286,0.8788310591996353,0.9383210469514393,-0.0025302266239841465,18142
6,0.06669836965348801,0.016883197124166634,0.8733089995389902,0.9349066146194304,-0.0015733368178625158,18142
7,0.06654490400054776,0.017456193981458104,0.8688880244205002,0.9325457668840795,-0.001752883330211493,18142
8,0.06600653785736334,0.01776176478207488,0.8643864399438669,0.9298279242278309,-0.00135396229609413,18142
9,0.06541284795017217,0.018464760766613564,0.8603034117824988,0.9275620164498275,-0.001342001729246833,18142
10,0.06727548717679752,0.019083800929718,0.8466677180674279,0.9201565192237376,-0.0005303622457485841,18142
11,0.07230754023301365,0.019367517652156416,0.8216009638455554,0.906451890196373,-0.0012583806531376506,18142
12,0.07619570193870565,0.01987917489085886,0.7999057529935133,0.8943911110580789,-0.0008029208873786968,18142
13,0.07932897748851546,0.020502449387067304,0.7793119282216141,0.8827875608553085,-0.00022281418625607195,18142
14,0.0815706687611534,0.021029292304009687,0.7616614408323081,0.872761065450126,-0.00011629158788692142,18142
15,0.08374541745006202,0.02168793017551736,0.7450428012715687,0.8632182820789835,0.00022792986738875919,18142
16,0.08591298687270876,0.022127379825085964,0.7294333409203435,0.8541287405750208,5.606224017093307e-05,18142
17,0.0883899528997181,0.022668713297028548,0.7122033128282401,0.8439673643815523,0.00030693915696291873,18142
18,0.09128060904254837,0.023070338316900467,0.6932242253553919,0.8326143117070045,0.0004493376810493448,18142
19,0.09588487285678023,0.02393861762875618,0.6657403262238881,0.8159403726513227,0.0005245946034298917,18142
20,0.11202148574188538,0.025024679961343013,0.5870881865608575,0.7662652067846131,0.0009344590707885471,18142
21,0.13187193605059852,0.025846196513311503,0.5005140513373598,0.707483429573385,0.0004792425767685281,18142
22,0.142532665682856,0.026440295603137556,0.4533245667105782,0.6734201819731715,0.00015116403372343208,18142
23,0.12587525062910285,0.026596290820138403,0.5057759929481322,0.7114262230549615,0.000590094073059865,18142
24,0.10950597523979223,0.0267939722882516,0.5675154628509969,0.7536467062797434,0.0010347988957062314,18142
25,0.10268001172246793,0.02713789712835896,0.5927985425934158,0.7704701883650726,0.0012999837173540986,18142
26,0.10181397057746268,0.027866979511014852,0.5914623440414088,0.7698376865958169,0.0018967357882351014,18142
27,0.10561564793159517,0.028502352649465282,0.5688937792669706,0.7550063008815542,0.0020802832670831608,18142
28,0.11250065039320438,0.028828523462404262,0.5344020388253681,0.7318046798970201,0.001464074686906028,18142
29,0.1124588044025667,0.029330104170191346,0.5308201704898887,0.7294256326801918,0.0018010139572780005,18142
30,0.11317834256980294,0.029529783936665895,0.525494182621415,0.7254599014086488,0.0016231156408154533,18142
31,0.11037360314211289,0.029888287136497986,0.5354877024456302,0.73223756192671,0.0020411673646250285,18142
32,0.11052914219133893,0.030336442385789624,0.5320037092737184,0.7297697884690889,0.0018955041147004584,18142
33,0.11547135944584985,0.030562110493615395,0.5081702118254364,0.7130601406781439,0.0014556115425757505,18142
34,0.11918290162733827,0.03092555591192532,0.4920050681801569,0.7015097561053117,0.0011289699240822643,18142
35,0.11932163989603241,0.0310576321418445,0.4899840342579709,0.6999983140801352,0.0006069350203494224,18142
36,0.11933784219609268,0.031570077205248334,0.488539717930893,0.6989674781000451,0.000661388843963702,18142
37,0.1203057993357513,0.03153846793159808,0.4826110204481222,0.6947358333933343,0.00023696901885357063,18142
38,0.12134655048931063,0.03220294456953827,0.4761576908033096,0.6901297329871361,0.0005211708377828585,18142
39,0.12201782364038452,0.032186994029560864,0.47139951109517986,0.6867561696036206,-0.0001573990326534368,18142
40,0.12185863813851283,0.03256555841959134,0.47056357988162434,0.6861876858016874,-0.0004973078420829501,18142
41,0.12132232468761281,0.03293001790329516,0.47308509958251843,0.6881384288102318,-0.00039433974969653067,18142
42,0.12185994554337508,0.033542247132497614,0.4720620389304413,0.6879034031544822,-0.00021518775596565107,18142
43,0.12360924564908332,0.03387378249195179,0.4683576676897603,0.685448139140703,-0.000789867603413918,18142
44,0.12353754924076443,0.034175360537377096,0.47034237377690313,0.6871444066660131,-0.0006222416922958353,18142
45,0.12208933381665767,0.034258200715791394,0.4763050055752903,0.6918411670894931,-0.0009965728853059644,18142
46,0.1222103337713308,0.034951928905139686,0.47465396127602577,0.6906947094964239,-0.0001932354171716777,18142
47,0.12081375954383841,0.03469430119145568,0.47868036519427104,0.6937491909795245,-0.0006823835085380283,18142
48,0.11953936816765387,0.034852477349535706,0.4807271512356932,0.6947158862772604,-0.00030298551403419816,18142
