model,scope,perturbation,level,hours,RMSE,MAE,NSE,R,bias_mm_h,n_values,delta_NSE,relative_delta_NSE_pct,relative_delta_RMSE_pct
gnn,todas,ruido,0.1,24,0.08728557281534657,0.02148719142616397,0.7573550420894237,0.8702738459464895,0.00045547192084326263,435408,-0.0036738341586315393,-0.48274569773802684,0.7657455929181574
gnn,todas,ruido,0.1,48,0.10329246975286165,0.026940156263667525,0.6376482846869863,0.7985692487533423,0.0011744526376672557,870816,-0.0026038375085999377,-0.406689399118385,0.3612450595756583
gnn,todas,ruido,0.5,12,0.09187652305422928,0.04895839790001566,0.7457210061233708,0.875064552198751,0.02347875400528336,217704,-0.130494523585435,-14.892970868571854,43.32506945707622
gnn,todas,ruido,0.5,24,0.10570142806719517,0.050174063518192716,0.6441655038162841,0.8167509903976867,0.025453383961791743,435408,-0.11686337243177114,-15.355970854603925,22.025700993674988
gnn,todas,ruido,0.5,48,0.11671043797366061,0.053799907750548125,0.5373927914412773,0.7499355597120917,0.026701169294744195,870816,-0.10285933075430898,-16.065441595348148,13.398439349064466
gnn,todas,ruido,1.0,12,0.15099150625283983,0.09225305638336435,0.31323774750069466,0.7109907875611028,0.047492175756604756,217704,-0.5629777822081111,-64.25106188145358,135.5429591990927
gnn,todas,ruido,1.0,24,0.14927337412432484,0.08716372183289764,0.29033883849697506,0.6657975331990236,0.047133120309251826,435408,-0.4706900377510802,-61.84916925513088,72.32679302717005
gnn,todas,ruido,1.0,48,0.14824857980644487,0.0844752260398512,0.2535957881254267,0.6081967140879467,0.04556139909848023,870816,-0.38665633407015954,-60.39126160866399,44.04159454495449
lstm,auxiliares,faltantes,0.05,12,0.06166966696363096,0.01434993159930721,0.885436944671218,0.9413139291192775,-0.003893622331198837,217704,9.878691656250993e-06,0.0011156979536560746,-0.004311186009918918
lstm,auxiliares,faltantes,0.05,24,0.0850817028496805,0.01802783039830435,0.769453419337434,0.877409462712746,-0.0035007100172034,435408,-3.0455749615354577e-05,-0.003957945137175124,0.00660577296733876
lstm,auxiliares,faltantes,0.05,48,0.10158773501806055,0.02354115436566952,0.6495100631309102,0.8061237310819183,-0.0026715094017087868,870816,-1.2802777294096401e-05,-0.0019711049396536244,0.0018264615763681977
lstm,auxiliares,faltantes,0.1,12,0.06167602986665667,0.01433542765359733,0.8854133028630822,0.9412997918950536,-0.003881293881214292,217704,-1.376311647960371e-05,-0.0015544043104642796,0.006006088304015352
lstm,auxiliares,faltantes,0.1,24,0.08508767090332015,0.0180172136147615,0.769421074836314,0.8773894999414741,-0.0034889333223445166,435408,-6.280025073546192e-05,-0.008161347205405378,0.013620733500348101
lstm,auxiliares,faltantes,0.1,48,0.10159672069912343,0.023537334412788505,0.6494480570221313,0.8060837870318048,-0.0026619671120196435,870816,-7.480888607303005e-05,-0.011517513855101543,0.010671865188615525
lstm,auxiliares,faltantes,0.2,12,0.06172638408254569,0.014309573699835838,0.885226122246239,0.9411993049799636,-0.0038597113909938524,217704,-0.00020094373332280036,-0.022694555095906534,0.08765408075190911
lstm,auxiliares,faltantes,0.2,24,0.08508742580667197,0.017997251613379787,0.7694224032083259,0.8773881617787188,-0.0034674563068526286,435408,-6.1471878723518e-05,-0.00798871564612889,0.013332642370892567
lstm,auxiliares,faltantes,0.2,48,0.10159854959035837,0.023534973005089433,0.6494354360016481,0.8060768150253248,-0.002643620611728063,870816,-8.74299065561912e-05,-0.013460635667374255,0.0124722051987682
lstm,auxiliares,ruido,0.1,12,0.06168416496024338,0.01449064259628185,0.8853830728050175,0.941277779125664,-0.0038968546247989872,217704,-4.399317454428786e-05,-0.0049685825331776505,0.019196921444865612
lstm,auxiliares,ruido,0.1,24,0.08514438012373987,0.018139814417579656,0.7691136199869444,0.8772137299404241,-0.003495998834322024,435408,-0.0003702551001050214,-0.048117330602039654,0.08027779912381969
lstm,auxiliares,ruido,0.1,48,0.10164057936585731,0.02362622847496723,0.6491453295458166,0.8058863267341915,-0.0026633153815258824,870816,-0.00037753636238768706,-0.05812518422423692,0.05384584459447836
lstm,auxiliares,ruido,0.5,12,0.06321582308029655,0.016921721412038425,0.8796203780532548,0.9381333098908036,-0.003832701568691842,217704,-0.005806687926307008,-0.6558064632780317,2.502738932991357
lstm,auxiliares,ruido,0.5,24,0.08652073444151795,0.02020113673507538,0.7615887563207558,0.8729254625205275,-0.0032943713812615266,435408,-0.007895118766293563,-1.0260278378673513,1.6980700981935666
lstm,auxiliares,ruido,0.5,48,0.102714439306621,0.025210478922464606,0.6416924183266741,0.8011814590716465,-0.002410659144810889,870816,-0.007830447581530176,-1.2055691943317721,1.110941520772287
lstm,auxiliares,ruido,1.0,12,0.06783055557322196,0.022054150941903956,0.8614035425667541,0.9284334258435533,-0.003553865247584247,217704,-0.024023523412807668,-2.713213130234512,9.985402242889151
lstm,auxiliares,ruido,1.0,24,0.09019649479230264,0.0249024354805988,0.7409010462562513,0.8614308515789818,-0.0026113199967695818,435408,-0.0285828288307981,-3.7145455228109374,6.018626739687835
lstm,auxiliares,ruido,1.0,48,0.10552063369230628,0.02904748601194954,0.6218468002549853,0.7890049217115362,-0.0015996771975288055,870816,-0.027676065653219006,-4.260984040110823,3.873327786445597
lstm,todas,faltantes,0.05,12,0.06151030882745949,0.01435676962926169,0.8860282553706219,0.9416475585181941,-0.003888495243562424,217704,0.0006011893910601307,0.06789823963592366,-0.2627060724940177
lstm,todas,faltantes,0.05,24,0.08503241509128752,0.018043090035230535,0.7697204528466715,0.87756308986191,-0.003490870057587546,435408,0.00023657775962204752,0.030744992491919886,-0.05132796904707323
lstm,todas,faltantes,0.05,48,0.10158911911253865,0.023564539100245627,0.6495005124801178,0.8061228948842134,-0.002659060020486397,870816,-2.235342808654117e-05,-0.00344151518904345,0.0031889486500359127
lstm,todas,faltantes,0.1,12,0.06161455248780378,0.01436563761009003,0.885641624267895,0.9414446038993949,-0.0038728049632677885,217704,0.00021455828833316648,0.024232180896322307,-0.0936778105647567
lstm,todas,faltantes,0.1,24,0.08477230576902436,0.018020266868976325,0.7711271221693718,0.8783662613182378,-0.0034695881505559106,435408,0.001643247082322441,0.21355185410955432,-0.3570652730524167
lstm,todas,faltantes,0.1,48,0.10136126010933809,0.023543109023558148,0.6510710526849812,0.8071082342520448,-0.0026350274945907033,870816,0.0015481867767769275,0.2383575479844199,-0.22111289735252862
lstm,todas,faltantes,0.2,12,0.0632398598618916,0.01448976538105947,0.8795288158888928,0.9381478686655493,-0.0038200905477960637,217704,-0.005898250090669022,-0.6661474803849253,2.5417139210334576
lstm,todas,faltantes,0.2,24,0.08554906043675328,0.018139656407752894,0.7669136576384995,0.875946043077818,-0.0033867540292448193,435408,-0.002570217448549905,-0.3340183637063407,0.5559465172160696
lstm,todas,faltantes,0.2,48,0.10173678126582927,0.02365120961627597,0.6484808536145528,0.8054685293347239,-0.0025509017484282213,870816,-0.0010420122936515286,-0.16042734572469908,0.14854591546976417
lstm,todas,ruido,0.1,12,0.06417901060324449,0.02067342126281098,0.8759241050051106,0.9361906682071731,-0.004117948502368133,217704,-0.009502960974451136,-1.0732629868207,4.06452132223339
lstm,todas,ruido,0.1,24,0.08657182724935558,0.0228687554310529,0.7613070967493034,0.8728023331661,-0.003716764073940242,435408,-0.008176778337745993,-1.0626315381619893,1.7581255286811253
lstm,todas,ruido,0.1,48,0.10246747705862054,0.026796557257715844,0.6434133461242921,0.8023099640405635,-0.002877879691341573,870816,-0.006109519783912165,-0.9406165825077528,0.8678346549413692
lstm,todas,ruido,0.5,12,0.10714125213046176,0.06647930144874627,0.6542080996344067,0.8331563447520288,-0.004960554468943651,217704,-0.23121896634515504,-26.11383537156207,73.72662825465194
lstm,todas,ruido,0.5,24,0.11505967813209222,0.060777556156775214,0.5783688896055701,0.781574040653432,-0.005130179983043317,435408,-0.19111498548147932,-24.836775879138344,35.243271889496135
lstm,todas,ruido,0.5,48,0.12075091574265316,0.055204438467651606,0.5048077213801646,0.7240785799416811,-0.004732044476835683,870816,-0.14471514452803969,-22.28022324136191,18.865846541676007
lstm,todas,ruido,1.0,12,0.17421266844789446,0.11995398523170453,0.08575867685401761,0.6629491598098061,-0.003484838576713784,217704,-0.7996683891255442,-90.3144279016204,182.48110682751133
lstm,todas,ruido,1.0,24,0.1655027992601996,0.10534224572405476,0.12763742461408645,0.6275444376352647,-0.005316371442772442,435408,-0.641846450472963,-83.41259268108156,94.53504861297547
lstm,todas,ruido,1.0,48,0.15577566724780884,0.08946968689643342,0.17587661327519422,0.5877782040117576,-0.006332601931882941,870816,-0.4736462526330101,-72.92218295821313,53.34381891950018
